temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
32.7,53.3,1.5,3.0,0.0,2170-09-23,Zone 4,0.6,149.39,234.17,['innondation']
32.7,53.3,1.5,3.0,0.0,2170-09-23,Zone 5,0.7,191.89,946.6,['innondation']
29.9,47.1,3.1,8.3,0.0,2171-09-23,Zone 1,0.68,243.51,715.73,['seisme']
29.9,47.1,3.1,8.3,0.0,2171-09-23,Zone 2,0.77,268.88,384.84,['seisme']
29.9,47.1,3.1,8.3,0.0,2171-09-23,Zone 3,0.82,222.66,478.63,['seisme']
29.9,47.1,3.1,8.3,0.0,2171-09-23,Zone 4,0.5,119.93,46.6,['innondation']
29.9,47.1,3.1,8.3,0.0,2171-09-23,Zone 5,0.48,110.7,567.68,['innondation']
12.4,73.4,12.1,18.8,0.1,2170-01-24,Zone 1,0.61,153.09,163.99,aucun
12.4,73.4,12.1,18.8,0.1,2170-01-24,Zone 2,0.81,220.68,897.45,"['innondation', 'seisme']"
12.4,73.4,12.1,18.8,0.1,2170-01-24,Zone 3,0.56,256.43,260.19,aucun
12.4,73.4,12.1,18.8,0.1,2170-01-24,Zone 4,0.65,198.68,719.56,['innondation']
12.4,73.4,12.1,18.8,0.1,2170-01-24,Zone 5,0.69,191.08,306.34,['innondation']
7.9,64.7,2.5,0.0,0.0,2171-01-24,Zone 1,0.71,180.23,751.87,aucun
7.9,64.7,2.5,0.0,0.0,2171-01-24,Zone 2,0.94,282.41,301.34,"['innondation', 'seisme']"
7.9,64.7,2.5,0.0,0.0,2171-01-24,Zone 3,0.58,175.52,172.26,aucun
7.9,64.7,2.5,0.0,0.0,2171-01-24,Zone 4,0.65,173.28,452.52,aucun
7.9,64.7,2.5,0.0,0.0,2171-01-24,Zone 5,0.65,104.76,202.34,['innondation']
14.9,61.2,3.3,3.8,0.0,2170-10-24,Zone 1,0.91,274.99,451.83,['seisme']
14.9,61.2,3.3,3.8,0.0,2170-10-24,Zone 2,0.89,161.43,489.42,aucun
14.9,61.2,3.3,3.8,0.0,2170-10-24,Zone 3,0.6,250.1,23.92,aucun
14.9,61.2,3.3,3.8,0.0,2170-10-24,Zone 4,0.68,143.62,156.99,['innondation']
14.9,61.2,3.3,3.8,0.0,2170-10-24,Zone 5,0.61,106.11,875.44,['innondation']
27.1,57.6,3.3,4.0,0.0,2171-10-24,Zone 1,0.67,195.41,421.0,aucun
27.1,57.6,3.3,4.0,0.0,2171-10-24,Zone 2,0.86,269.19,894.23,aucun
27.1,57.6,3.3,4.0,0.0,2171-10-24,Zone 3,0.81,193.91,173.15,aucun
27.1,57.6,3.3,4.0,0.0,2171-10-24,Zone 4,0.53,151.7,521.82,['innondation']
27.1,57.6,3.3,4.0,0.0,2171-10-24,Zone 5,0.55,150.41,575.6,['innondation']
11.8,75.9,5.3,8.3,0.2,2170-11-24,Zone 1,0.79,187.59,393.54,aucun
11.8,75.9,5.3,8.3,0.2,2170-11-24,Zone 2,0.9,268.34,582.35,aucun
11.8,75.9,5.3,8.3,0.2,2170-11-24,Zone 3,0.89,277.82,505.54,['seisme']
11.8,75.9,5.3,8.3,0.2,2170-11-24,Zone 4,0.64,111.58,875.54,['innondation']
11.8,75.9,5.3,8.3,0.2,2170-11-24,Zone 5,0.37,176.1,421.91,aucun
17.8,75.4,3.2,4.2,0.0,2171-11-24,Zone 1,1.0,152.87,504.33,aucun
17.8,75.4,3.2,4.2,0.0,2171-11-24,Zone 2,0.68,170.25,928.15,['innondation']
17.8,75.4,3.2,4.2,0.0,2171-11-24,Zone 3,0.77,253.62,620.82,aucun
17.8,75.4,3.2,4.2,0.0,2171-11-24,Zone 4,0.43,107.54,837.0,['innondation']
17.8,75.4,3.2,4.2,0.0,2171-11-24,Zone 5,0.34,156.02,529.01,aucun
16.7,66.0,5.3,17.1,0.0,2170-12-24,Zone 1,0.93,255.72,665.88,aucun
16.7,66.0,5.3,17.1,0.0,2170-12-24,Zone 2,0.87,184.17,365.21,['innondation']
16.7,66.0,5.3,17.1,0.0,2170-12-24,Zone 3,0.52,244.77,623.8,aucun
16.7,66.0,5.3,17.1,0.0,2170-12-24,Zone 4,0.56,126.77,45.96,['innondation']
16.7,66.0,5.3,17.1,0.0,2170-12-24,Zone 5,0.41,188.01,780.74,aucun
19.4,66.4,3.1,1.0,0.0,2171-12-24,Zone 1,0.57,278.83,727.03,aucun
19.4,66.4,3.1,1.0,0.0,2171-12-24,Zone 2,0.81,240.57,391.51,['seisme']
19.4,66.4,3.1,1.0,0.0,2171-12-24,Zone 3,0.62,244.38,223.34,['seisme']
19.4,66.4,3.1,1.0,0.0,2171-12-24,Zone 4,0.37,180.52,249.37,aucun
19.4,66.4,3.1,1.0,0.0,2171-12-24,Zone 5,0.61,130.5,895.33,['innondation']
20.7,63.8,8.0,21.9,0.0,2170-02-24,Zone 1,0.99,186.36,141.34,aucun
20.7,63.8,8.0,21.9,0.0,2170-02-24,Zone 2,0.67,180.02,316.31,['innondation']
20.7,63.8,8.0,21.9,0.0,2170-02-24,Zone 3,0.87,185.02,780.31,aucun
20.7,63.8,8.0,21.9,0.0,2170-02-24,Zone 4,0.66,127.07,883.96,aucun
20.7,63.8,8.0,21.9,0.0,2170-02-24,Zone 5,0.63,177.05,556.95,['innondation']
20.7,69.7,13.5,19.9,0.0,2171-02-24,Zone 1,0.63,222.71,202.66,['seisme']
20.7,69.7,13.5,19.9,0.0,2171-02-24,Zone 2,0.65,179.12,796.29,['innondation']
20.7,69.7,13.5,19.9,0.0,2171-02-24,Zone 3,0.85,230.58,103.2,aucun
20.7,69.7,13.5,19.9,0.0,2171-02-24,Zone 4,0.39,123.61,795.09,['innondation']
20.7,69.7,13.5,19.9,0.0,2171-02-24,Zone 5,0.46,102.28,678.13,aucun
18.6,48.7,4.9,6.9,0.0,2170-03-24,Zone 1,0.87,225.41,260.05,['seisme']
18.6,48.7,4.9,6.9,0.0,2170-03-24,Zone 2,0.66,155.19,174.55,['innondation']
18.6,48.7,4.9,6.9,0.0,2170-03-24,Zone 3,0.55,182.37,179.35,aucun
18.6,48.7,4.9,6.9,0.0,2170-03-24,Zone 4,0.55,185.16,763.55,['innondation']
18.6,48.7,4.9,6.9,0.0,2170-03-24,Zone 5,0.41,159.55,17.81,['innondation']
21.9,50.8,7.6,18.5,0.0,2171-03-24,Zone 1,0.6,264.72,120.3,aucun
21.9,50.8,7.6,18.5,0.0,2171-03-24,Zone 2,0.87,288.78,182.17,"['innondation', 'seisme']"
21.9,50.8,7.6,18.5,0.0,2171-03-24,Zone 3,0.78,152.24,565.74,aucun
21.9,50.8,7.6,18.5,0.0,2171-03-24,Zone 4,0.63,197.4,932.95,['innondation']
21.9,50.8,7.6,18.5,0.0,2171-03-24,Zone 5,0.43,165.12,549.86,['innondation']
30.1,31.6,6.9,20.7,0.0,2170-04-24,Zone 1,0.54,179.56,46.84,aucun
30.1,31.6,6.9,20.7,0.0,2170-04-24,Zone 2,0.67,224.12,607.69,aucun
30.1,31.6,6.9,20.7,0.0,2170-04-24,Zone 3,0.91,273.68,218.97,['seisme']
30.1,31.6,6.9,20.7,0.0,2170-04-24,Zone 4,0.57,198.62,813.86,['innondation']
30.1,31.6,6.9,20.7,0.0,2170-04-24,Zone 5,0.68,139.12,566.93,['innondation']
21.8,61.0,12.9,23.8,0.0,2171-04-24,Zone 1,0.63,155.27,365.29,aucun
21.8,61.0,12.9,23.8,0.0,2171-04-24,Zone 2,0.76,154.34,79.29,['innondation']
21.8,61.0,12.9,23.8,0.0,2171-04-24,Zone 3,0.52,294.09,140.28,aucun
21.8,61.0,12.9,23.8,0.0,2171-04-24,Zone 4,0.42,181.23,184.67,['innondation']
21.8,61.0,12.9,23.8,0.0,2171-04-24,Zone 5,0.37,154.75,612.05,['innondation']
15.8,61.9,4.8,7.6,0.0,2170-05-24,Zone 1,0.8,203.59,150.54,['seisme']
15.8,61.9,4.8,7.6,0.0,2170-05-24,Zone 2,0.86,237.34,799.12,aucun
15.8,61.9,4.8,7.6,0.0,2170-05-24,Zone 3,0.82,256.04,23.44,['seisme']
15.8,61.9,4.8,7.6,0.0,2170-05-24,Zone 4,0.46,143.32,468.99,aucun
15.8,61.9,4.8,7.6,0.0,2170-05-24,Zone 5,0.56,161.2,855.4,['innondation']
20.7,62.0,6.9,13.1,0.0,2171-05-24,Zone 1,0.85,156.44,760.75,aucun
20.7,62.0,6.9,13.1,0.0,2171-05-24,Zone 2,0.97,189.23,958.56,['innondation']
20.7,62.0,6.9,13.1,0.0,2171-05-24,Zone 3,0.7,290.46,559.4,['seisme']
20.7,62.0,6.9,13.1,0.0,2171-05-24,Zone 4,0.68,175.08,327.0,['innondation']
20.7,62.0,6.9,13.1,0.0,2171-05-24,Zone 5,0.5,151.57,159.06,['innondation']
30.4,57.6,5.6,12.1,0.0,2170-06-24,Zone 1,0.75,247.3,118.0,['seisme']
30.4,57.6,5.6,12.1,0.0,2170-06-24,Zone 2,0.52,165.39,653.13,aucun
30.4,57.6,5.6,12.1,0.0,2170-06-24,Zone 3,0.78,296.98,633.45,['seisme']
30.4,57.6,5.6,12.1,0.0,2170-06-24,Zone 4,0.37,185.68,892.36,aucun
30.4,57.6,5.6,12.1,0.0,2170-06-24,Zone 5,0.38,101.46,511.42,['innondation']
35.1,45.2,3.5,7.9,0.0,2171-06-24,Zone 1,0.53,191.03,411.79,aucun
35.1,45.2,3.5,7.9,0.0,2171-06-24,Zone 2,0.79,290.76,156.53,"['innondation', 'seisme']"
35.1,45.2,3.5,7.9,0.0,2171-06-24,Zone 3,0.92,276.41,569.04,['seisme']
35.1,45.2,3.5,7.9,0.0,2171-06-24,Zone 4,0.49,162.2,451.22,['innondation']
35.1,45.2,3.5,7.9,0.0,2171-06-24,Zone 5,0.56,110.44,969.48,['innondation']
37.6,46.9,6.2,13.1,0.0,2170-07-24,Zone 1,0.62,211.25,523.04,['seisme']
37.6,46.9,6.2,13.1,0.0,2170-07-24,Zone 2,0.82,212.89,716.25,aucun
37.6,46.9,6.2,13.1,0.0,2170-07-24,Zone 3,0.73,198.41,581.26,aucun
37.6,46.9,6.2,13.1,0.0,2170-07-24,Zone 4,0.46,135.61,32.0,['innondation']
37.6,46.9,6.2,13.1,0.0,2170-07-24,Zone 5,0.68,141.26,882.75,['innondation']
42.9,35.7,2.4,6.9,0.0,2171-07-24,Zone 1,0.92,247.67,701.02,['seisme']
42.9,35.7,2.4,6.9,0.0,2171-07-24,Zone 2,0.97,208.13,779.18,"['innondation', 'seisme']"
42.9,35.7,2.4,6.9,0.0,2171-07-24,Zone 3,0.64,222.45,681.09,aucun
42.9,35.7,2.4,6.9,0.0,2171-07-24,Zone 4,0.36,147.82,264.57,aucun
42.9,35.7,2.4,6.9,0.0,2171-07-24,Zone 5,0.33,149.38,654.11,['innondation']
41.3,35.2,2.8,6.6,0.0,2171-08-24,Zone 1,0.8,246.05,50.91,aucun
41.3,35.2,2.8,6.6,0.0,2171-08-24,Zone 2,0.8,166.81,94.16,['innondation']
41.3,35.2,2.8,6.6,0.0,2171-08-24,Zone 3,0.94,214.95,478.33,aucun
41.3,35.2,2.8,6.6,0.0,2171-08-24,Zone 4,0.5,113.98,782.71,['innondation']
41.3,35.2,2.8,6.6,0.0,2171-08-24,Zone 5,0.44,127.92,968.61,['innondation']
33.9,37.9,2.7,8.9,0.0,2170-09-24,Zone 1,1.0,171.22,393.31,aucun
33.9,37.9,2.7,8.9,0.0,2170-09-24,Zone 2,0.63,227.8,103.37,['seisme']
33.9,37.9,2.7,8.9,0.0,2170-09-24,Zone 3,0.89,223.75,106.94,['seisme']
33.9,37.9,2.7,8.9,0.0,2170-09-24,Zone 4,0.66,160.4,903.61,aucun
33.9,37.9,2.7,8.9,0.0,2170-09-24,Zone 5,0.54,123.73,24.0,aucun
31.7,60.6,5.1,11.6,0.0,2171-09-24,Zone 1,0.65,158.61,700.92,aucun
31.7,60.6,5.1,11.6,0.0,2171-09-24,Zone 2,0.88,247.98,855.92,"['innondation', 'seisme']"
31.7,60.6,5.1,11.6,0.0,2171-09-24,Zone 3,0.6,196.43,502.47,aucun
31.7,60.6,5.1,11.6,0.0,2171-09-24,Zone 4,0.68,111.74,780.19,['innondation']
31.7,60.6,5.1,11.6,0.0,2171-09-24,Zone 5,0.64,105.52,651.3,['innondation']
11.6,78.5,5.3,7.6,0.1,2170-01-25,Zone 1,0.78,184.29,624.8,aucun
11.6,78.5,5.3,7.6,0.1,2170-01-25,Zone 2,0.67,173.6,897.11,['innondation']
11.6,78.5,5.3,7.6,0.1,2170-01-25,Zone 3,0.77,186.99,570.98,aucun
11.6,78.5,5.3,7.6,0.1,2170-01-25,Zone 4,0.42,135.15,57.73,aucun
11.6,78.5,5.3,7.6,0.1,2170-01-25,Zone 5,0.36,199.78,150.76,['innondation']
12.3,62.1,2.8,1.8,0.0,2171-01-25,Zone 1,0.94,291.45,311.54,['seisme']
12.3,62.1,2.8,1.8,0.0,2171-01-25,Zone 2,0.67,203.36,564.86,"['innondation', 'seisme']"
12.3,62.1,2.8,1.8,0.0,2171-01-25,Zone 3,0.97,296.48,381.16,['seisme']
12.3,62.1,2.8,1.8,0.0,2171-01-25,Zone 4,0.51,149.45,735.37,['innondation']
12.3,62.1,2.8,1.8,0.0,2171-01-25,Zone 5,0.41,156.86,259.66,['innondation']
19.0,63.1,2.8,2.6,0.0,2170-10-25,Zone 1,0.56,287.63,44.55,aucun
19.0,63.1,2.8,2.6,0.0,2170-10-25,Zone 2,0.96,221.44,70.28,"['innondation', 'seisme']"
19.0,63.1,2.8,2.6,0.0,2170-10-25,Zone 3,0.86,267.95,700.71,aucun
19.0,63.1,2.8,2.6,0.0,2170-10-25,Zone 4,0.5,156.16,66.19,['innondation']
19.0,63.1,2.8,2.6,0.0,2170-10-25,Zone 5,0.61,138.95,617.36,['innondation']
27.4,59.3,4.1,12.4,0.0,2171-10-25,Zone 1,0.73,181.64,631.18,aucun
27.4,59.3,4.1,12.4,0.0,2171-10-25,Zone 2,0.93,221.61,42.45,"['innondation', 'seisme']"
27.4,59.3,4.1,12.4,0.0,2171-10-25,Zone 3,0.79,162.63,565.53,aucun
27.4,59.3,4.1,12.4,0.0,2171-10-25,Zone 4,0.68,123.05,996.07,aucun
27.4,59.3,4.1,12.4,0.0,2171-10-25,Zone 5,0.32,194.71,958.51,['innondation']
17.8,68.4,5.0,7.0,0.0,2170-11-25,Zone 1,0.56,195.32,257.52,aucun
17.8,68.4,5.0,7.0,0.0,2170-11-25,Zone 2,0.79,150.77,585.02,['innondation']
17.8,68.4,5.0,7.0,0.0,2170-11-25,Zone 3,0.54,192.68,661.7,aucun
17.8,68.4,5.0,7.0,0.0,2170-11-25,Zone 4,0.67,142.73,870.61,['innondation']
17.8,68.4,5.0,7.0,0.0,2170-11-25,Zone 5,0.49,181.59,864.12,['innondation']
15.7,65.1,7.9,14.3,0.0,2171-11-25,Zone 1,0.93,267.47,128.61,['seisme']
15.7,65.1,7.9,14.3,0.0,2171-11-25,Zone 2,0.7,178.59,572.98,['innondation']
15.7,65.1,7.9,14.3,0.0,2171-11-25,Zone 3,0.9,255.85,612.09,['seisme']
15.7,65.1,7.9,14.3,0.0,2171-11-25,Zone 4,0.69,156.77,517.03,['innondation']
15.7,65.1,7.9,14.3,0.0,2171-11-25,Zone 5,0.33,132.44,1.21,['innondation']
14.6,75.0,3.5,4.6,0.0,2170-12-25,Zone 1,0.87,185.96,163.1,aucun
14.6,75.0,3.5,4.6,0.0,2170-12-25,Zone 2,0.81,161.6,391.8,['innondation']
14.6,75.0,3.5,4.6,0.0,2170-12-25,Zone 3,0.98,226.6,210.34,['seisme']
14.6,75.0,3.5,4.6,0.0,2170-12-25,Zone 4,0.53,196.11,393.99,['innondation']
14.6,75.0,3.5,4.6,0.0,2170-12-25,Zone 5,0.46,173.25,590.27,aucun
18.3,67.9,4.6,12.3,0.0,2171-12-25,Zone 1,0.9,274.21,380.63,['seisme']
18.3,67.9,4.6,12.3,0.0,2171-12-25,Zone 2,0.53,224.08,629.98,aucun
18.3,67.9,4.6,12.3,0.0,2171-12-25,Zone 3,0.88,160.15,665.2,aucun
18.3,67.9,4.6,12.3,0.0,2171-12-25,Zone 4,0.34,106.59,844.4,['innondation']
18.3,67.9,4.6,12.3,0.0,2171-12-25,Zone 5,0.32,156.7,783.17,aucun
15.7,65.6,5.0,10.5,0.0,2170-02-25,Zone 1,0.83,275.64,540.49,['seisme']
15.7,65.6,5.0,10.5,0.0,2170-02-25,Zone 2,0.55,255.36,307.28,['innondation']
15.7,65.6,5.0,10.5,0.0,2170-02-25,Zone 3,0.81,242.54,732.3,['seisme']
15.7,65.6,5.0,10.5,0.0,2170-02-25,Zone 4,0.58,107.87,23.11,['innondation']
15.7,65.6,5.0,10.5,0.0,2170-02-25,Zone 5,0.63,194.66,221.03,['innondation']
12.1,56.2,4.8,10.2,0.0,2171-02-25,Zone 1,0.7,269.03,726.54,aucun
12.1,56.2,4.8,10.2,0.0,2171-02-25,Zone 2,0.94,187.09,741.01,['innondation']
12.1,56.2,4.8,10.2,0.0,2171-02-25,Zone 3,0.91,249.93,593.84,['seisme']
12.1,56.2,4.8,10.2,0.0,2171-02-25,Zone 4,0.36,110.78,351.57,['innondation']
12.1,56.2,4.8,10.2,0.0,2171-02-25,Zone 5,0.46,121.2,756.68,['innondation']
19.6,59.0,3.6,7.3,0.0,2170-03-25,Zone 1,0.83,151.05,378.17,aucun
19.6,59.0,3.6,7.3,0.0,2170-03-25,Zone 2,0.55,228.48,178.33,['innondation']
19.6,59.0,3.6,7.3,0.0,2170-03-25,Zone 3,0.6,183.51,71.35,aucun
19.6,59.0,3.6,7.3,0.0,2170-03-25,Zone 4,0.62,138.2,647.98,aucun
19.6,59.0,3.6,7.3,0.0,2170-03-25,Zone 5,0.59,153.89,439.86,['innondation']
22.6,40.5,9.9,19.5,0.0,2171-03-25,Zone 1,0.71,283.56,285.62,['seisme']
22.6,40.5,9.9,19.5,0.0,2171-03-25,Zone 2,0.67,297.29,815.36,aucun
22.6,40.5,9.9,19.5,0.0,2171-03-25,Zone 3,0.71,296.65,67.92,aucun
22.6,40.5,9.9,19.5,0.0,2171-03-25,Zone 4,0.38,133.46,153.06,aucun
22.6,40.5,9.9,19.5,0.0,2171-03-25,Zone 5,0.4,179.41,30.93,['innondation']
19.7,51.6,6.6,19.1,0.0,2170-04-25,Zone 1,0.77,192.77,735.46,aucun
19.7,51.6,6.6,19.1,0.0,2170-04-25,Zone 2,0.62,256.26,366.51,['innondation']
19.7,51.6,6.6,19.1,0.0,2170-04-25,Zone 3,0.94,169.01,134.21,aucun
19.7,51.6,6.6,19.1,0.0,2170-04-25,Zone 4,0.39,198.46,281.3,['innondation']
19.7,51.6,6.6,19.1,0.0,2170-04-25,Zone 5,0.38,129.91,581.33,['innondation']
18.5,62.0,3.8,6.1,0.0,2171-04-25,Zone 1,0.91,292.37,588.89,aucun
18.5,62.0,3.8,6.1,0.0,2171-04-25,Zone 2,0.76,202.69,652.04,"['innondation', 'seisme']"
18.5,62.0,3.8,6.1,0.0,2171-04-25,Zone 3,0.66,175.38,146.95,aucun
18.5,62.0,3.8,6.1,0.0,2171-04-25,Zone 4,0.38,161.8,459.43,['innondation']
18.5,62.0,3.8,6.1,0.0,2171-04-25,Zone 5,0.39,125.17,515.22,['innondation']
18.8,49.2,7.9,13.6,0.0,2170-05-25,Zone 1,0.59,152.14,251.29,aucun
18.8,49.2,7.9,13.6,0.0,2170-05-25,Zone 2,0.81,271.03,612.88,aucun
18.8,49.2,7.9,13.6,0.0,2170-05-25,Zone 3,0.5,289.68,329.71,aucun
18.8,49.2,7.9,13.6,0.0,2170-05-25,Zone 4,0.55,190.9,548.99,['innondation']
18.8,49.2,7.9,13.6,0.0,2170-05-25,Zone 5,0.56,124.08,166.88,['innondation']
24.1,53.9,12.3,19.1,0.0,2171-05-25,Zone 1,0.51,254.5,141.93,aucun
24.1,53.9,12.3,19.1,0.0,2171-05-25,Zone 2,0.52,240.4,872.45,['innondation']
24.1,53.9,12.3,19.1,0.0,2171-05-25,Zone 3,0.88,273.63,11.65,['seisme']
24.1,53.9,12.3,19.1,0.0,2171-05-25,Zone 4,0.67,194.06,838.62,['innondation']
24.1,53.9,12.3,19.1,0.0,2171-05-25,Zone 5,0.32,101.08,877.01,aucun
35.0,48.5,2.3,5.9,0.0,2170-06-25,Zone 1,0.85,286.29,188.69,aucun
35.0,48.5,2.3,5.9,0.0,2170-06-25,Zone 2,0.85,236.61,397.57,aucun
35.0,48.5,2.3,5.9,0.0,2170-06-25,Zone 3,0.95,280.44,119.64,['seisme']
35.0,48.5,2.3,5.9,0.0,2170-06-25,Zone 4,0.34,155.88,707.43,['innondation']
35.0,48.5,2.3,5.9,0.0,2170-06-25,Zone 5,0.45,166.66,861.0,['innondation']
33.9,45.0,4.3,11.6,0.0,2171-06-25,Zone 1,0.9,245.43,107.36,aucun
33.9,45.0,4.3,11.6,0.0,2171-06-25,Zone 2,0.88,163.27,483.43,['innondation']
33.9,45.0,4.3,11.6,0.0,2171-06-25,Zone 3,0.59,229.38,529.3,aucun
33.9,45.0,4.3,11.6,0.0,2171-06-25,Zone 4,0.36,119.38,616.45,['innondation']
33.9,45.0,4.3,11.6,0.0,2171-06-25,Zone 5,0.39,138.36,259.6,aucun
35.0,51.6,6.9,12.0,0.0,2170-07-25,Zone 1,0.63,183.61,681.57,aucun
35.0,51.6,6.9,12.0,0.0,2170-07-25,Zone 2,0.57,265.31,516.4,['innondation']
35.0,51.6,6.9,12.0,0.0,2170-07-25,Zone 3,0.81,260.25,458.84,['seisme']
35.0,51.6,6.9,12.0,0.0,2170-07-25,Zone 4,0.52,124.66,740.67,aucun
35.0,51.6,6.9,12.0,0.0,2170-07-25,Zone 5,0.46,109.18,859.21,aucun
39.4,42.4,10.2,19.7,0.0,2171-07-25,Zone 1,0.51,233.02,60.67,aucun
39.4,42.4,10.2,19.7,0.0,2171-07-25,Zone 2,0.64,164.04,606.36,['innondation']
39.4,42.4,10.2,19.7,0.0,2171-07-25,Zone 3,0.94,250.75,310.56,aucun
39.4,42.4,10.2,19.7,0.0,2171-07-25,Zone 4,0.41,178.83,194.5,['innondation']
39.4,42.4,10.2,19.7,0.0,2171-07-25,Zone 5,0.54,145.78,148.22,aucun
37.9,45.3,5.9,13.5,0.0,2171-08-25,Zone 1,0.62,226.06,374.72,['seisme']
37.9,45.3,5.9,13.5,0.0,2171-08-25,Zone 2,0.78,236.1,987.06,"['innondation', 'seisme']"
37.9,45.3,5.9,13.5,0.0,2171-08-25,Zone 3,0.77,217.42,762.09,['seisme']
37.9,45.3,5.9,13.5,0.0,2171-08-25,Zone 4,0.42,175.71,155.15,aucun
37.9,45.3,5.9,13.5,0.0,2171-08-25,Zone 5,0.34,191.55,549.38,['innondation']
36.2,50.3,3.2,11.2,0.0,2170-09-25,Zone 1,0.59,261.31,375.72,aucun
36.2,50.3,3.2,11.2,0.0,2170-09-25,Zone 2,0.87,276.92,856.11,['innondation']
36.2,50.3,3.2,11.2,0.0,2170-09-25,Zone 3,0.85,276.27,334.29,['seisme']
36.2,50.3,3.2,11.2,0.0,2170-09-25,Zone 4,0.57,177.07,678.55,aucun
36.2,50.3,3.2,11.2,0.0,2170-09-25,Zone 5,0.4,119.66,492.81,['innondation']
31.2,46.1,3.4,8.6,0.0,2171-09-25,Zone 1,0.84,249.25,686.6,['seisme']
31.2,46.1,3.4,8.6,0.0,2171-09-25,Zone 2,0.63,165.03,32.72,['innondation']
31.2,46.1,3.4,8.6,0.0,2171-09-25,Zone 3,0.97,228.56,149.36,['seisme']
31.2,46.1,3.4,8.6,0.0,2171-09-25,Zone 4,0.49,178.73,338.85,['innondation']
31.2,46.1,3.4,8.6,0.0,2171-09-25,Zone 5,0.66,114.01,50.85,['innondation']
10.5,51.8,4.1,6.9,0.0,2170-01-26,Zone 1,0.61,251.54,669.74,aucun
10.5,51.8,4.1,6.9,0.0,2170-01-26,Zone 2,0.79,215.66,260.99,"['innondation', 'seisme']"
10.5,51.8,4.1,6.9,0.0,2170-01-26,Zone 3,0.74,225.13,599.43,['seisme']
10.5,51.8,4.1,6.9,0.0,2170-01-26,Zone 4,0.32,121.46,564.09,['innondation']
10.5,51.8,4.1,6.9,0.0,2170-01-26,Zone 5,0.59,106.37,485.61,['innondation']
12.7,67.2,2.8,2.4,0.0,2171-01-26,Zone 1,0.64,297.32,109.91,['seisme']
12.7,67.2,2.8,2.4,0.0,2171-01-26,Zone 2,0.51,169.6,32.76,['innondation']
12.7,67.2,2.8,2.4,0.0,2171-01-26,Zone 3,0.82,214.6,381.77,['seisme']
12.7,67.2,2.8,2.4,0.0,2171-01-26,Zone 4,0.5,122.47,278.79,['innondation']
12.7,67.2,2.8,2.4,0.0,2171-01-26,Zone 5,0.46,131.24,762.95,['innondation']
18.9,61.0,3.4,4.5,0.0,2170-10-26,Zone 1,0.78,238.78,599.73,['seisme']
18.9,61.0,3.4,4.5,0.0,2170-10-26,Zone 2,0.86,176.71,593.25,aucun
18.9,61.0,3.4,4.5,0.0,2170-10-26,Zone 3,0.76,158.75,214.64,aucun
18.9,61.0,3.4,4.5,0.0,2170-10-26,Zone 4,0.63,122.46,981.6,['innondation']
18.9,61.0,3.4,4.5,0.0,2170-10-26,Zone 5,0.35,127.3,110.86,['innondation']
28.3,71.5,3.5,6.9,0.0,2171-10-26,Zone 1,0.79,280.77,517.05,['seisme']
28.3,71.5,3.5,6.9,0.0,2171-10-26,Zone 2,0.93,252.98,78.42,"['innondation', 'seisme']"
28.3,71.5,3.5,6.9,0.0,2171-10-26,Zone 3,0.62,295.87,674.3,['seisme']
28.3,71.5,3.5,6.9,0.0,2171-10-26,Zone 4,0.37,109.51,366.16,['innondation']
28.3,71.5,3.5,6.9,0.0,2171-10-26,Zone 5,0.48,171.25,768.54,['innondation']
15.0,65.6,10.8,19.4,0.0,2170-11-26,Zone 1,0.72,230.69,441.49,aucun
15.0,65.6,10.8,19.4,0.0,2170-11-26,Zone 2,0.88,241.29,387.78,"['innondation', 'seisme']"
15.0,65.6,10.8,19.4,0.0,2170-11-26,Zone 3,0.96,159.44,663.4,aucun
15.0,65.6,10.8,19.4,0.0,2170-11-26,Zone 4,0.35,150.53,988.6,['innondation']
15.0,65.6,10.8,19.4,0.0,2170-11-26,Zone 5,0.61,164.35,411.71,['innondation']
14.2,80.0,2.8,1.4,0.0,2171-11-26,Zone 1,0.82,274.81,303.16,['seisme']
14.2,80.0,2.8,1.4,0.0,2171-11-26,Zone 2,0.88,213.48,203.78,['seisme']
14.2,80.0,2.8,1.4,0.0,2171-11-26,Zone 3,0.8,165.82,179.82,aucun
14.2,80.0,2.8,1.4,0.0,2171-11-26,Zone 4,0.58,141.56,427.65,['innondation']
14.2,80.0,2.8,1.4,0.0,2171-11-26,Zone 5,0.44,159.85,931.39,['innondation']
1.2,52.8,2.8,2.6,0.0,2170-12-26,Zone 1,0.69,153.0,614.86,aucun
1.2,52.8,2.8,2.6,0.0,2170-12-26,Zone 2,0.93,200.6,183.76,"['innondation', 'seisme']"
1.2,52.8,2.8,2.6,0.0,2170-12-26,Zone 3,0.61,288.5,124.17,['seisme']
1.2,52.8,2.8,2.6,0.0,2170-12-26,Zone 4,0.46,111.06,252.06,['innondation']
1.2,52.8,2.8,2.6,0.0,2170-12-26,Zone 5,0.35,164.86,290.82,['innondation']
22.3,63.9,2.9,3.2,0.0,2171-12-26,Zone 1,0.55,238.83,690.88,aucun
22.3,63.9,2.9,3.2,0.0,2171-12-26,Zone 2,0.94,298.62,962.07,"['innondation', 'seisme']"
