temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
33.8,48.9,6.6,12.8,2171-08-17,Zone 1,0.56,190.14,498.47,['aucun']
33.8,48.9,6.6,12.8,2171-08-17,Zone 3,0.31,153.79,71.48,['innondation']
33.2,45.3,2.9,6.4,2170-09-17,Zone 2,0.97,247.3,891.82,['seisme']
33.2,45.3,2.9,6.4,2170-09-17,Zone 1,0.69,176.73,259.39,['aucun']
33.2,45.3,2.9,6.4,2170-09-17,Zone 3,0.54,184.1,527.77,['innondation']
32.4,34.2,3.1,9.4,2171-09-17,Zone 2,0.91,198.14,132.74,['innondation']
32.4,34.2,3.1,9.4,2171-09-17,Zone 1,0.85,266.4,505.91,['seisme']
32.4,34.2,3.1,9.4,2171-09-17,Zone 3,0.44,174.32,787.16,['innondation']
13.4,66.9,2.9,2.6,2170-01-18,Zone 2,0.56,283.94,361.2,['innondation']
13.4,66.9,2.9,2.6,2170-01-18,Zone 1,0.75,284.2,624.58,['seisme']
13.4,66.9,2.9,2.6,2170-01-18,Zone 3,0.55,180.8,391.31,['innondation']
6.4,78.8,4.0,4.7,2171-01-18,Zone 2,0.92,268.31,299.08,['seisme']
6.4,78.8,4.0,4.7,2171-01-18,Zone 1,0.6,152.27,588.8,['aucun']
6.4,78.8,4.0,4.7,2171-01-18,Zone 3,0.6,132.38,899.68,['innondation']
23.2,52.5,3.7,7.7,2170-10-18,Zone 2,0.89,258.06,994.96,['innondation']
23.2,52.5,3.7,7.7,2170-10-18,Zone 1,0.89,178.36,387.1,['aucun']
23.2,52.5,3.7,7.7,2170-10-18,Zone 3,0.59,107.18,622.51,['innondation']
31.2,55.1,5.6,17.6,2171-10-18,Zone 2,0.91,287.94,696.92,['aucun']
31.2,55.1,5.6,17.6,2171-10-18,Zone 1,0.76,196.63,10.03,['aucun']
31.2,55.1,5.6,17.6,2171-10-18,Zone 3,0.57,162.45,603.15,['aucun']
17.1,63.3,4.4,5.6,2170-11-18,Zone 2,0.67,155.87,89.16,['innondation']
17.1,63.3,4.4,5.6,2170-11-18,Zone 1,0.78,216.67,199.75,['aucun']
17.1,63.3,4.4,5.6,2170-11-18,Zone 3,0.52,180.7,214.48,['innondation']
13.0,68.1,4.7,7.4,2170-12-18,Zone 2,0.73,244.21,838.16,"['innondation', 'seisme']"
13.0,68.1,4.7,7.4,2170-12-18,Zone 1,0.58,206.14,317.79,['aucun']
13.0,68.1,4.7,7.4,2170-12-18,Zone 3,0.63,180.48,197.54,['aucun']
16.0,64.3,5.4,14.0,2171-12-18,Zone 2,0.54,202.9,168.39,['innondation']
16.0,64.3,5.4,14.0,2171-12-18,Zone 1,0.51,239.96,715.95,['aucun']
16.0,64.3,5.4,14.0,2171-12-18,Zone 3,0.38,129.49,55.47,['innondation']
14.9,61.1,7.1,21.4,2170-02-18,Zone 2,0.76,173.35,66.86,['innondation']
14.9,61.1,7.1,21.4,2170-02-18,Zone 1,0.75,152.62,339.05,['aucun']
14.9,61.1,7.1,21.4,2170-02-18,Zone 3,0.43,128.52,814.78,['innondation']
15.2,70.8,5.8,9.1,2171-02-18,Zone 2,0.68,277.3,257.73,"['innondation', 'seisme']"
15.2,70.8,5.8,9.1,2171-02-18,Zone 1,0.7,189.46,774.0,['aucun']
15.2,70.8,5.8,9.1,2171-02-18,Zone 3,0.32,156.03,511.85,['aucun']
13.1,54.1,4.9,12.2,2170-03-18,Zone 2,0.68,269.04,863.51,['aucun']
13.1,54.1,4.9,12.2,2170-03-18,Zone 1,0.72,210.96,164.26,['seisme']
13.1,54.1,4.9,12.2,2170-03-18,Zone 3,0.61,176.79,837.5,['aucun']
17.5,62.9,6.0,7.2,2171-03-18,Zone 2,0.51,219.49,362.1,['innondation']
17.5,62.9,6.0,7.2,2171-03-18,Zone 1,0.66,153.35,636.38,['aucun']
17.5,62.9,6.0,7.2,2171-03-18,Zone 3,0.59,121.01,310.72,['innondation']
18.1,44.2,7.4,13.6,2170-04-18,Zone 2,0.77,214.18,458.59,['seisme']
18.1,44.2,7.4,13.6,2170-04-18,Zone 1,0.59,191.85,792.31,['aucun']
18.1,44.2,7.4,13.6,2170-04-18,Zone 3,0.35,118.0,976.5,['innondation']
19.4,67.8,6.9,12.3,2171-04-18,Zone 2,0.84,167.55,173.11,['innondation']
19.4,67.8,6.9,12.3,2171-04-18,Zone 1,0.92,211.79,542.22,['seisme']
19.4,67.8,6.9,12.3,2171-04-18,Zone 3,0.57,102.23,91.35,['innondation']
23.1,61.8,5.2,10.2,2170-05-18,Zone 2,0.84,240.57,221.21,['aucun']
23.1,61.8,5.2,10.2,2170-05-18,Zone 1,0.66,242.87,62.17,['seisme']
23.1,61.8,5.2,10.2,2170-05-18,Zone 3,0.37,115.74,909.42,['innondation']
36.1,38.2,4.2,10.0,2171-05-18,Zone 2,0.6,247.86,650.34,['innondation']
36.1,38.2,4.2,10.0,2171-05-18,Zone 1,0.72,172.96,106.86,['aucun']
36.1,38.2,4.2,10.0,2171-05-18,Zone 3,0.49,147.16,120.55,['innondation']
2.0,32.0,2.5,7.2,2170-06-18,Zone 2,0.78,262.04,178.4,['innondation']
2.0,32.0,2.5,7.2,2170-06-18,Zone 1,0.5,199.88,12.02,['aucun']
2.0,32.0,2.5,7.2,2170-06-18,Zone 3,0.38,110.78,54.7,['innondation']
42.2,33.1,4.0,15.4,2171-06-18,Zone 2,0.92,252.92,207.24,"['innondation', 'seisme']"
42.2,33.1,4.0,15.4,2171-06-18,Zone 1,0.8,187.7,111.45,['aucun']
42.2,33.1,4.0,15.4,2171-06-18,Zone 3,0.68,157.09,382.15,['innondation']
40.8,41.4,6.9,14.3,2170-07-18,Zone 2,0.61,160.6,734.8,['aucun']
40.8,41.4,6.9,14.3,2170-07-18,Zone 1,0.94,184.08,465.53,['aucun']
40.8,41.4,6.9,14.3,2170-07-18,Zone 3,0.53,142.05,977.11,['innondation']
44.0,25.5,5.2,20.7,2171-07-18,Zone 2,0.85,188.29,864.63,['aucun']
44.0,25.5,5.2,20.7,2171-07-18,Zone 1,0.69,256.23,291.45,['seisme']
44.0,25.5,5.2,20.7,2171-07-18,Zone 3,0.44,109.23,871.09,['innondation']
34.5,53.5,10.8,18.7,2171-08-18,Zone 2,0.96,271.18,355.98,"['innondation', 'seisme']"
34.5,53.5,10.8,18.7,2171-08-18,Zone 1,0.54,189.46,380.37,['aucun']
34.5,53.5,10.8,18.7,2171-08-18,Zone 3,0.49,196.09,964.4,['innondation']
31.3,65.0,4.8,10.2,2170-09-18,Zone 2,0.86,210.87,887.73,"['innondation', 'seisme']"
31.3,65.0,4.8,10.2,2170-09-18,Zone 1,1.0,207.13,57.26,['seisme']
31.3,65.0,4.8,10.2,2170-09-18,Zone 3,0.69,124.28,748.6,['innondation']
28.8,30.7,1.9,4.4,2171-09-18,Zone 2,0.85,184.18,362.1,['innondation']
28.8,30.7,1.9,4.4,2171-09-18,Zone 1,0.66,218.9,245.11,['seisme']
28.8,30.7,1.9,4.4,2171-09-18,Zone 3,0.55,166.31,174.87,['aucun']
11.0,59.2,4.9,10.2,2170-01-19,Zone 2,0.66,184.78,628.99,['innondation']
11.0,59.2,4.9,10.2,2170-01-19,Zone 1,0.78,194.72,31.0,['aucun']
11.0,59.2,4.9,10.2,2170-01-19,Zone 3,0.53,189.79,949.09,['innondation']
11.0,65.9,5.0,8.0,2171-01-19,Zone 2,0.92,280.57,208.74,"['innondation', 'seisme']"
11.0,65.9,5.0,8.0,2171-01-19,Zone 1,0.86,245.28,757.89,['aucun']
11.0,65.9,5.0,8.0,2171-01-19,Zone 3,0.33,129.24,240.24,['innondation']
22.5,69.2,5.3,15.5,2170-10-19,Zone 2,0.81,242.41,905.25,['innondation']
22.5,69.2,5.3,15.5,2170-10-19,Zone 1,0.59,212.8,313.19,['aucun']
22.5,69.2,5.3,15.5,2170-10-19,Zone 3,0.38,154.55,113.56,['innondation']
12.7,70.9,2.8,1.8,2170-11-19,Zone 2,0.52,240.64,809.22,['innondation']
12.7,70.9,2.8,1.8,2170-11-19,Zone 1,0.64,182.95,301.99,['aucun']
12.7,70.9,2.8,1.8,2170-11-19,Zone 3,0.56,192.78,754.12,['innondation']
15.3,70.3,8.3,15.1,2171-11-19,Zone 2,0.7,176.87,240.42,['innondation']
15.3,70.3,8.3,15.1,2171-11-19,Zone 1,0.72,258.79,623.55,['aucun']
15.3,70.3,8.3,15.1,2171-11-19,Zone 3,0.34,122.55,855.17,['aucun']
14.2,70.0,3.0,4.2,2170-12-19,Zone 2,0.96,261.66,216.03,"['innondation', 'seisme']"
14.2,70.0,3.0,4.2,2170-12-19,Zone 1,0.89,256.62,663.76,['aucun']
14.2,70.0,3.0,4.2,2170-12-19,Zone 3,0.7,172.35,334.98,['innondation']
22.0,62.0,6.0,17.7,2171-12-19,Zone 2,0.56,278.11,648.9,['aucun']
22.0,62.0,6.0,17.7,2171-12-19,Zone 1,0.94,150.03,106.5,['aucun']
22.0,62.0,6.0,17.7,2171-12-19,Zone 3,0.3,179.88,283.8,['innondation']
16.9,70.0,6.2,23.2,2170-02-19,Zone 2,0.82,186.09,147.55,['innondation']
16.9,70.0,6.2,23.2,2170-02-19,Zone 1,0.62,184.49,137.55,['aucun']
16.9,70.0,6.2,23.2,2170-02-19,Zone 3,0.59,187.85,717.15,['innondation']
16.7,58.5,6.3,10.7,2171-02-19,Zone 2,0.81,229.86,167.6,"['innondation', 'seisme']"
16.7,58.5,6.3,10.7,2171-02-19,Zone 1,0.61,244.44,42.2,['seisme']
16.7,58.5,6.3,10.7,2171-02-19,Zone 3,0.7,197.42,390.91,['innondation']
9.0,63.2,7.4,11.1,2170-03-19,Zone 2,0.51,242.86,920.27,['aucun']
9.0,63.2,7.4,11.1,2170-03-19,Zone 1,0.65,218.41,424.75,['seisme']
9.0,63.2,7.4,11.1,2170-03-19,Zone 3,0.55,189.04,950.51,['innondation']
16.4,58.2,12.3,26.9,2171-03-19,Zone 2,0.55,266.87,322.66,['innondation']
16.4,58.2,12.3,26.9,2171-03-19,Zone 1,0.68,232.11,316.6,['seisme']
16.4,58.2,12.3,26.9,2171-03-19,Zone 3,0.6,107.42,557.36,['innondation']
23.3,31.6,4.6,8.0,2170-04-19,Zone 2,0.87,238.03,485.83,['seisme']
23.3,31.6,4.6,8.0,2170-04-19,Zone 1,0.79,291.97,254.55,['seisme']
23.3,31.6,4.6,8.0,2170-04-19,Zone 3,0.5,194.29,911.52,['innondation']
20.6,64.5,6.8,11.6,2171-04-19,Zone 2,0.83,226.44,580.03,['aucun']
20.6,64.5,6.8,11.6,2171-04-19,Zone 1,0.64,288.01,131.63,['seisme']
20.6,64.5,6.8,11.6,2171-04-19,Zone 3,0.56,121.59,86.1,['innondation']
21.2,55.8,10.1,19.6,2170-05-19,Zone 2,0.95,209.76,822.9,['innondation']
21.2,55.8,10.1,19.6,2170-05-19,Zone 1,0.52,234.61,412.2,['aucun']
21.2,55.8,10.1,19.6,2170-05-19,Zone 3,0.43,182.1,721.81,['innondation']
28.9,51.5,6.5,19.3,2171-05-19,Zone 2,0.58,159.53,134.76,['innondation']
28.9,51.5,6.5,19.3,2171-05-19,Zone 1,0.95,297.54,528.57,['seisme']
28.9,51.5,6.5,19.3,2171-05-19,Zone 3,0.52,199.47,655.36,['aucun']
37.5,58.1,3.4,12.8,2170-06-19,Zone 2,0.83,174.3,640.99,['innondation']
37.5,58.1,3.4,12.8,2170-06-19,Zone 1,0.87,165.54,21.59,['aucun']
37.5,58.1,3.4,12.8,2170-06-19,Zone 3,0.31,191.11,620.44,['aucun']
39.3,45.7,4.5,18.4,2171-06-19,Zone 2,0.77,239.91,203.37,"['innondation', 'seisme']"
39.3,45.7,4.5,18.4,2171-06-19,Zone 1,0.7,259.28,535.91,['seisme']
39.3,45.7,4.5,18.4,2171-06-19,Zone 3,0.36,100.65,266.47,['aucun']
38.5,45.5,3.9,8.8,2170-07-19,Zone 2,0.85,223.6,863.62,['seisme']
38.5,45.5,3.9,8.8,2170-07-19,Zone 1,0.62,278.96,523.72,['seisme']
38.5,45.5,3.9,8.8,2170-07-19,Zone 3,0.4,126.07,29.47,['innondation']
39.7,38.9,3.6,12.1,2171-07-19,Zone 2,0.68,241.54,493.45,['aucun']
39.7,38.9,3.6,12.1,2171-07-19,Zone 1,0.61,218.67,416.61,['aucun']
39.7,38.9,3.6,12.1,2171-07-19,Zone 3,0.34,188.27,317.27,['innondation']
37.7,37.5,6.0,12.9,2171-08-19,Zone 2,0.64,265.18,40.47,"['innondation', 'seisme']"
37.7,37.5,6.0,12.9,2171-08-19,Zone 1,0.98,256.78,260.58,['seisme']
37.7,37.5,6.0,12.9,2171-08-19,Zone 3,0.65,162.8,636.38,['innondation']
31.2,61.7,10.6,17.8,2170-09-19,Zone 2,0.86,218.91,924.0,['seisme']
31.2,61.7,10.6,17.8,2170-09-19,Zone 1,0.5,211.9,377.55,['aucun']
31.2,61.7,10.6,17.8,2170-09-19,Zone 3,0.57,140.21,492.25,['innondation']
34.8,26.6,2.9,6.9,2171-09-19,Zone 2,0.62,273.93,735.68,"['innondation', 'seisme']"
34.8,26.6,2.9,6.9,2171-09-19,Zone 1,0.84,241.64,509.42,['seisme']
34.8,26.6,2.9,6.9,2171-09-19,Zone 3,0.66,136.83,105.71,['innondation']
8.3,62.4,9.3,16.1,2170-01-02,Zone 2,0.93,296.94,450.04,['aucun']
8.3,62.4,9.3,16.1,2170-01-02,Zone 1,0.65,212.5,204.88,['seisme']
8.3,62.4,9.3,16.1,2170-01-02,Zone 3,0.36,102.09,231.28,['aucun']
16.3,68.4,3.1,3.6,2171-01-02,Zone 2,0.8,186.67,651.81,['innondation']
16.3,68.4,3.1,3.6,2171-01-02,Zone 1,0.53,230.76,602.37,['aucun']
16.3,68.4,3.1,3.6,2171-01-02,Zone 3,0.38,146.24,757.75,['aucun']
26.6,60.3,4.5,15.0,2170-10-02,Zone 2,0.81,287.96,145.65,"['innondation', 'seisme']"
26.6,60.3,4.5,15.0,2170-10-02,Zone 1,0.86,160.2,509.21,['aucun']
26.6,60.3,4.5,15.0,2170-10-02,Zone 3,0.44,174.83,461.15,['innondation']
25.1,56.9,3.8,5.3,2171-10-02,Zone 2,0.9,155.87,287.63,['innondation']
25.1,56.9,3.8,5.3,2171-10-02,Zone 1,0.87,189.53,24.25,['aucun']
25.1,56.9,3.8,5.3,2171-10-02,Zone 3,0.53,135.81,100.39,['innondation']
20.8,59.4,7.6,13.5,2170-11-02,Zone 2,0.92,297.38,118.97,"['innondation', 'seisme']"
20.8,59.4,7.6,13.5,2170-11-02,Zone 1,0.79,205.78,637.88,['seisme']
20.8,59.4,7.6,13.5,2170-11-02,Zone 3,0.65,124.7,417.38,['innondation']
13.3,66.4,10.7,17.9,2170-12-02,Zone 2,0.65,219.16,3.09,['seisme']
13.3,66.4,10.7,17.9,2170-12-02,Zone 1,0.52,220.03,296.5,['aucun']
13.3,66.4,10.7,17.9,2170-12-02,Zone 3,0.56,129.97,656.38,['aucun']
13.7,64.6,3.2,4.1,2171-12-02,Zone 2,0.87,284.08,405.77,['aucun']
13.7,64.6,3.2,4.1,2171-12-02,Zone 1,0.98,269.74,121.37,['aucun']
13.7,64.6,3.2,4.1,2171-12-02,Zone 3,0.42,109.42,782.64,['aucun']
12.0,66.6,7.1,11.7,2171-02-02,Zone 2,0.8,287.68,740.28,"['innondation', 'seisme']"
12.0,66.6,7.1,11.7,2171-02-02,Zone 1,0.74,258.58,615.73,['seisme']
12.0,66.6,7.1,11.7,2171-02-02,Zone 3,0.61,181.97,566.01,['innondation']
20.3,59.8,10.3,25.9,2170-03-02,Zone 2,0.84,151.22,262.09,['innondation']
20.3,59.8,10.3,25.9,2170-03-02,Zone 1,0.55,196.74,586.54,['aucun']
20.3,59.8,10.3,25.9,2170-03-02,Zone 3,0.54,169.71,644.47,['innondation']
14.3,67.9,5.6,12.5,2171-03-02,Zone 2,0.78,247.83,140.6,['innondation']
14.3,67.9,5.6,12.5,2171-03-02,Zone 1,0.69,184.26,730.82,['aucun']
14.3,67.9,5.6,12.5,2171-03-02,Zone 3,0.7,119.4,635.06,['innondation']
20.9,45.8,6.0,11.0,2170-04-02,Zone 2,0.67,228.32,127.71,"['innondation', 'seisme']"
20.9,45.8,6.0,11.0,2170-04-02,Zone 1,0.52,254.38,190.23,['aucun']
20.9,45.8,6.0,11.0,2170-04-02,Zone 3,0.43,151.81,799.77,['innondation']
13.2,52.9,9.3,20.9,2171-04-02,Zone 2,0.57,299.9,746.58,['innondation']
13.2,52.9,9.3,20.9,2171-04-02,Zone 1,0.86,157.61,551.39,['aucun']
13.2,52.9,9.3,20.9,2171-04-02,Zone 3,0.53,187.53,841.21,['aucun']
18.6,47.0,5.4,9.4,2170-05-02,Zone 2,0.58,296.19,318.99,['innondation']
18.6,47.0,5.4,9.4,2170-05-02,Zone 1,0.78,245.91,565.13,['seisme']
18.6,47.0,5.4,9.4,2170-05-02,Zone 3,0.58,152.75,455.22,['innondation']
18.5,67.6,5.6,10.9,2171-05-02,Zone 2,0.71,220.91,986.63,['innondation']
18.5,67.6,5.6,10.9,2171-05-02,Zone 1,0.71,175.87,72.56,['aucun']
18.5,67.6,5.6,10.9,2171-05-02,Zone 3,0.35,147.07,31.74,['innondation']
30.0,48.4,3.6,14.5,2170-06-02,Zone 2,0.91,226.68,77.27,['seisme']
30.0,48.4,3.6,14.5,2170-06-02,Zone 1,0.97,214.35,263.93,['seisme']
30.0,48.4,3.6,14.5,2170-06-02,Zone 3,0.39,165.67,823.26,['innondation']
36.7,44.3,3.0,12.0,2171-06-02,Zone 2,0.75,189.44,765.52,['innondation']
36.7,44.3,3.0,12.0,2171-06-02,Zone 1,0.5,197.19,670.49,['aucun']
36.7,44.3,3.0,12.0,2171-06-02,Zone 3,0.35,134.96,265.84,['aucun']
41.3,39.3,3.2,8.4,2170-07-02,Zone 2,0.92,293.03,559.51,"['innondation', 'seisme']"
41.3,39.3,3.2,8.4,2170-07-02,Zone 1,0.8,253.52,343.64,['seisme']
41.3,39.3,3.2,8.4,2170-07-02,Zone 3,0.42,195.18,464.99,['innondation']
34.8,42.8,2.3,6.2,2171-07-02,Zone 2,0.9,276.65,297.05,"['innondation', 'seisme']"
34.8,42.8,2.3,6.2,2171-07-02,Zone 1,0.89,259.98,28.25,['aucun']
34.8,42.8,2.3,6.2,2171-07-02,Zone 3,0.56,179.46,705.74,['innondation']
31.1,54.7,2.6,6.0,2170-08-02,Zone 2,0.59,267.04,451.96,['aucun']
31.1,54.7,2.6,6.0,2170-08-02,Zone 1,0.52,296.22,104.2,['aucun']
31.1,54.7,2.6,6.0,2170-08-02,Zone 3,0.68,125.6,68.45,['aucun']
43.1,27.9,3.0,7.2,2171-08-02,Zone 2,0.69,279.19,533.9,"['innondation', 'seisme']"
43.1,27.9,3.0,7.2,2171-08-02,Zone 1,0.87,264.79,404.55,['seisme']
43.1,27.9,3.0,7.2,2171-08-02,Zone 3,0.45,161.19,682.42,['aucun']
36.7,39.6,4.4,11.1,2171-09-02,Zone 2,0.99,178.7,378.16,['aucun']
36.7,39.6,4.4,11.1,2171-09-02,Zone 1,0.79,244.82,443.38,['seisme']
36.7,39.6,4.4,11.1,2171-09-02,Zone 3,0.34,152.33,824.53,['aucun']
16.8,66.5,5.4,11.9,2170-01-20,Zone 2,0.69,237.71,998.4,['aucun']
16.8,66.5,5.4,11.9,2170-01-20,Zone 1,0.88,253.75,362.97,['seisme']
16.8,66.5,5.4,11.9,2170-01-20,Zone 3,0.59,112.24,349.29,['aucun']
12.7,64.9,4.2,7.1,2171-01-20,Zone 2,0.72,261.39,446.53,"['innondation', 'seisme']"
12.7,64.9,4.2,7.1,2171-01-20,Zone 1,0.63,243.8,544.98,['seisme']
12.7,64.9,4.2,7.1,2171-01-20,Zone 3,0.63,147.86,960.82,['innondation']
21.8,76.6,5.4,9.3,2170-10-20,Zone 2,0.75,193.28,293.38,['aucun']
21.8,76.6,5.4,9.3,2170-10-20,Zone 1,0.99,277.55,169.12,['seisme']
21.8,76.6,5.4,9.3,2170-10-20,Zone 3,0.62,149.58,285.13,['innondation']
26.6,57.8,3.9,14.0,2171-10-20,Zone 2,0.78,238.66,94.75,['aucun']
26.6,57.8,3.9,14.0,2171-10-20,Zone 1,0.97,299.04,629.21,['aucun']
26.6,57.8,3.9,14.0,2171-10-20,Zone 3,0.57,117.02,2.26,['innondation']
11.4,71.4,5.6,8.7,2171-11-20,Zone 2,0.89,165.09,10.97,['aucun']
11.4,71.4,5.6,8.7,2171-11-20,Zone 1,0.5,243.06,62.04,['aucun']
11.4,71.4,5.6,8.7,2171-11-20,Zone 3,0.5,150.57,794.18,['innondation']
9.1,69.4,2.8,1.9,2170-12-20,Zone 2,0.71,166.62,917.04,['innondation']
9.1,69.4,2.8,1.9,2170-12-20,Zone 1,0.94,286.62,599.09,['aucun']
9.1,69.4,2.8,1.9,2170-12-20,Zone 3,0.56,198.81,980.06,['innondation']
17.5,70.9,5.2,15.6,2171-12-20,Zone 2,0.94,190.93,611.87,['innondation']
17.5,70.9,5.2,15.6,2171-12-20,Zone 1,0.73,207.08,613.21,['aucun']
17.5,70.9,5.2,15.6,2171-12-20,Zone 3,0.36,184.75,167.25,['innondation']
22.3,63.2,12.8,34.2,2170-02-20,Zone 2,0.93,199.6,865.58,['innondation']
22.3,63.2,12.8,34.2,2170-02-20,Zone 1,0.81,164.13,477.79,['aucun']
22.3,63.2,12.8,34.2,2170-02-20,Zone 3,0.51,194.96,802.39,['innondation']
12.4,58.4,8.6,14.1,2171-02-20,Zone 2,0.6,275.11,663.39,['aucun']
12.4,58.4,8.6,14.1,2171-02-20,Zone 1,0.84,172.71,295.08,['aucun']
12.4,58.4,8.6,14.1,2171-02-20,Zone 3,0.62,152.57,256.12,['innondation']
11.8,47.3,7.6,17.5,2170-03-20,Zone 2,0.55,242.74,824.87,['innondation']
11.8,47.3,7.6,17.5,2170-03-20,Zone 1,0.81,291.96,712.34,['seisme']
11.8,47.3,7.6,17.5,2170-03-20,Zone 3,0.64,104.49,328.88,['innondation']
17.5,68.2,13.4,31.7,2171-03-20,Zone 2,0.91,176.25,471.75,['aucun']
17.5,68.2,13.4,31.7,2171-03-20,Zone 1,0.74,207.17,786.28,['seisme']
17.5,68.2,13.4,31.7,2171-03-20,Zone 3,0.64,127.27,812.24,['innondation']
23.3,42.4,4.2,7.1,2170-04-20,Zone 2,0.64,232.69,626.09,"['innondation', 'seisme']"
23.3,42.4,4.2,7.1,2170-04-20,Zone 1,0.7,260.79,173.68,['seisme']
23.3,42.4,4.2,7.1,2170-04-20,Zone 3,0.36,138.44,978.03,['innondation']
19.0,76.2,5.1,7.3,2171-04-20,Zone 2,0.83,280.62,481.52,['aucun']
19.0,76.2,5.1,7.3,2171-04-20,Zone 1,0.68,217.25,710.13,['seisme']
19.0,76.2,5.1,7.3,2171-04-20,Zone 3,0.34,188.86,328.65,['aucun']
28.7,35.1,3.8,8.1,2170-05-20,Zone 2,0.63,189.07,740.15,['innondation']
28.7,35.1,3.8,8.1,2170-05-20,Zone 1,0.55,226.72,612.95,['aucun']
28.7,35.1,3.8,8.1,2170-05-20,Zone 3,0.59,156.3,564.86,['aucun']
31.2,55.2,4.5,13.3,2171-05-20,Zone 2,0.55,221.84,639.89,['aucun']
31.2,55.2,4.5,13.3,2171-05-20,Zone 1,0.66,212.7,738.8,['seisme']
31.2,55.2,4.5,13.3,2171-05-20,Zone 3,0.42,196.6,669.71,['aucun']
37.6,53.4,2.3,7.1,2170-06-20,Zone 2,0.7,203.89,209.96,"['innondation', 'seisme']"
37.6,53.4,2.3,7.1,2170-06-20,Zone 1,0.7,235.05,25.47,['seisme']
37.6,53.4,2.3,7.1,2170-06-20,Zone 3,0.56,166.24,331.99,['innondation']
37.0,40.8,4.2,13.3,2171-06-20,Zone 2,0.71,262.13,614.7,"['innondation', 'seisme']"
37.0,40.8,4.2,13.3,2171-06-20,Zone 1,0.63,257.21,569.63,['seisme']
37.0,40.8,4.2,13.3,2171-06-20,Zone 3,0.68,120.99,324.91,['aucun']
44.2,36.8,3.9,10.6,2170-07-20,Zone 2,0.98,250.9,666.94,"['innondation', 'seisme']"
44.2,36.8,3.9,10.6,2170-07-20,Zone 1,0.94,230.43,480.23,['seisme']
44.2,36.8,3.9,10.6,2170-07-20,Zone 3,0.54,140.73,740.49,['innondation']
36.1,45.3,5.4,13.6,2171-07-20,Zone 2,0.69,286.09,445.83,['innondation']
36.1,45.3,5.4,13.6,2171-07-20,Zone 1,0.97,221.03,560.04,['seisme']
36.1,45.3,5.4,13.6,2171-07-20,Zone 3,0.44,167.89,71.08,['innondation']
40.1,31.4,3.1,9.9,2171-08-20,Zone 2,0.51,183.31,155.27,['innondation']
40.1,31.4,3.1,9.9,2171-08-20,Zone 1,0.61,284.54,472.3,['aucun']
40.1,31.4,3.1,9.9,2171-08-20,Zone 3,0.33,121.41,957.89,['innondation']
29.9,55.2,6.1,12.9,2170-09-20,Zone 2,0.94,275.3,910.74,"['innondation', 'seisme']"
29.9,55.2,6.1,12.9,2170-09-20,Zone 1,0.78,165.53,251.81,['aucun']
29.9,55.2,6.1,12.9,2170-09-20,Zone 3,0.33,146.53,592.26,['innondation']
29.8,30.5,3.5,8.0,2171-09-20,Zone 2,0.75,250.76,265.63,"['innondation', 'seisme']"
29.8,30.5,3.5,8.0,2171-09-20,Zone 1,0.73,208.71,363.56,['seisme']
29.8,30.5,3.5,8.0,2171-09-20,Zone 3,0.59,142.48,477.65,['innondation']
20.4,73.1,3.9,9.7,2170-01-21,Zone 2,0.53,282.51,690.48,['innondation']
20.4,73.1,3.9,9.7,2170-01-21,Zone 1,0.88,174.83,780.3,['aucun']
20.4,73.1,3.9,9.7,2170-01-21,Zone 3,0.56,183.16,87.36,['innondation']
12.1,65.7,6.9,10.0,2171-01-21,Zone 2,0.78,286.74,163.26,"['innondation', 'seisme']"
12.1,65.7,6.9,10.0,2171-01-21,Zone 1,0.97,286.82,52.55,['seisme']
12.1,65.7,6.9,10.0,2171-01-21,Zone 3,0.5,123.8,132.3,['innondation']
22.9,68.6,7.2,11.6,2170-10-21,Zone 2,0.63,271.32,204.88,"['innondation', 'seisme']"
22.9,68.6,7.2,11.6,2170-10-21,Zone 1,0.89,276.51,284.31,['seisme']
22.9,68.6,7.2,11.6,2170-10-21,Zone 3,0.38,194.33,709.68,['innondation']
-14.8,17.6,3.3,3.1,2171-10-21,Zone 2,0.68,155.95,346.39,['innondation']
-14.8,17.6,3.3,3.1,2171-10-21,Zone 1,0.99,168.55,80.74,['aucun']
-14.8,17.6,3.3,3.1,2171-10-21,Zone 3,0.31,149.91,754.25,['innondation']
17.7,68.6,5.5,8.1,2170-11-21,Zone 2,0.96,226.11,227.74,"['innondation', 'seisme']"
17.7,68.6,5.5,8.1,2170-11-21,Zone 1,0.72,276.74,312.87,['aucun']
17.7,68.6,5.5,8.1,2170-11-21,Zone 3,0.34,133.91,290.83,['innondation']
17.0,76.5,7.1,15.5,2171-11-21,Zone 2,0.72,199.42,580.47,['innondation']
17.0,76.5,7.1,15.5,2171-11-21,Zone 1,0.85,278.35,671.38,['seisme']
17.0,76.5,7.1,15.5,2171-11-21,Zone 3,0.32,192.44,532.6,['aucun']
11.8,72.8,4.3,8.5,2170-12-21,Zone 2,0.64,234.76,974.29,"['innondation', 'seisme']"
11.8,72.8,4.3,8.5,2170-12-21,Zone 1,0.76,252.37,163.52,['seisme']
11.8,72.8,4.3,8.5,2170-12-21,Zone 3,0.7,168.13,453.2,['innondation']
22.8,67.3,3.4,3.8,2171-12-21,Zone 2,0.55,236.17,945.44,['innondation']
